Word	V	A	D	Anger	Disgust	Fear	Joy	Sadness	Surprise	Danger	Resource_Value	Social_Bond	Goal_Proximity	Is_Expanded
challenger	-0.166	0.51	0.304	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.4	1
chamber	0.166	-0.254	-0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	0.4	1
chambermaid	0.188	-0.25	-0.328	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.7	0.3	1
chambers	0.084	-0.116	-0.224	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.3	0.3	1
chameleon	-0.02	0.16	-0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.2	0.2	1
chamois	0.0	-0.037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.2	0.3	1
chamomile	0.619	-0.933	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.6	0.5	0.4	1
chamomile tea	0.428	-0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.7	0.5	0.5	1
champ	0.708	0.508	0.792	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.9	0.7	1
champagne	0.52	0.2	-0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.3	1
champion	0.78	0.76	0.89	0.0	0.0	0.0	1.0	0.0	0.0	0.1	0.5	0.9	0.9	1
championship	0.666	0.6	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.7	1.0	1
champs	1.0	0.667	0.958	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.9	0.7	1
chance	0.666	0.102	0.05	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.5	0.5	0.5	1
chance on	-0.036	-0.032	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.6	1
chanceless	-0.667	-0.905	-0.625	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.2	0.0	1
chancellery	0.0	-0.583	0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.6	1
chancellor	0.292	0.0	0.774	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.7	0.7	1
chancellorship	0.667	-0.593	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.6	0.8	1
chancery	0.0	-0.619	0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.4	1
chances are	0.25	-0.124	-0.124	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.5	1
chandelier	0.23	0.084	-0.268	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.5	0.2	1
chandler	0.02	-0.096	-0.092	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.6	0.5	1
change	0.25	0.15	0.212	0.0	0.0	1.0	0.0	0.0	0.0	0.3	0.5	0.5	0.5	1
change about	-0.3	0.0	-0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.4	1
change back	-0.388	0.204	-0.206	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.4	0.4	1
change course	0.062	0.126	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.5	0.7	1
change into	-0.112	0.106	-0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.5	0.5	1
change management	0.358	0.246	0.512	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.5	0.6	1
change over	-0.104	0.158	-0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.5	1
change up	0.2	-0.032	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.4	1
changeability	-0.042	0.667	-0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.5	0.6	1
changeable	-0.02	-0.04	0.056	0.0	0.0	0.0	0.0	0.0	1.0	0.3	0.3	0.5	0.4	1
changeably	-0.125	0.0	-0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.5	0.3	1
changed	0.188	-0.25	-0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.5	0.4	1
changeless	0.0	-1.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.5	0.2	1
changelessly	0.0	-1.0	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.5	0.2	1
changelessness	-0.111	-1.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.5	0.1	1
changeling	-0.619	0.667	-0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.2	0.2	1
changeover	0.0	0.667	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.5	0.5	1
changer	0.166	0.038	0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.5	1
changing	0.142	0.138	-0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	0.4	1
channel	-0.02	-0.426	-0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.5	0.6	1
chant	0.542	0.396	0.3	1.0	0.0	0.0	1.0	0.0	1.0	0.1	0.2	0.8	0.3	1
chanter	0.667	0.667	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.3	1
chaos	-0.866	0.846	-0.224	1.0	0.0	1.0	0.0	1.0	0.0	0.9	0.0	0.1	0.0	1
chaotic	-0.77	0.694	-0.116	1.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.2	0.2	1
chaotically	-0.667	0.667	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.2	0.2	1
chap	0.1	-0.18	-0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.7	0.5	1
chapeau	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.3	1
chapel	0.146	-0.52	-0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	1
chaperon	0.0	0.04	-0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.8	0.6	1
chaperone	0.048	-0.476	0.095	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.8	0.6	1
chaplain	0.164	-0.26	0.154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.5	1
chapman	0.124	0.058	-0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.6	1
chapped	-0.667	-0.667	-0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.2	1
chapping	-0.667	0.667	-0.417	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.2	1
chaps	-0.3	-0.076	-0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.5	1
chapter	0.16	-0.384	-0.078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.7	1
char	0.108	-0.278	-0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.2	0.1	0.1	1
character	0.334	-0.254	0.372	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.7	1
character actor	0.534	0.174	0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.4	1
character assassination	-0.29	0.546	-0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.1	1
characteristic	0.166	-0.344	0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.6	1
characteristically	0.056	-0.667	0.083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.3	0.5	1
characterization	0.5	0.667	0.375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.3	0.6	1
characterize	0.458	-0.058	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.6	1
characterizer	0.0	0.519	0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.5	1
characterless	-0.704	-0.667	-0.833	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.2	0.2	1
charade	-0.084	0.1	-0.308	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.3	0.2	1
charbroil	0.611	0.63	0.208	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.8	0.5	0.6	1
charcoal	-0.396	-0.628	-0.316	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	0.5	1
chardonnay	0.354	0.134	-0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.6	0.3	1
charge	0.02	0.266	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.4	0.4	0.5	1
charge for	-0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.3	0.4	1
charge it	0.0	0.032	0.382	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.4	0.6	1
charge nurse	-0.064	-0.014	0.276	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.9	0.8	1
charge up	0.148	0.484	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.3	0.7	1
charge with	-0.032	0.06	0.266	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.2	0.3	1
chargeability	0.0	0.619	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.5	1
chargeable	0.102	0.1	-0.094	0.0	0.0	1.0	0.0	1.0	0.0	0.2	0.5	0.3	0.5	1
charged	0.0	1.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.6	0.4	0.5	1
charger	0.062	-0.164	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.3	0.8	1
chariot	0.368	0.1	-0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.6	0.5	0.7	1
charioteer	0.083	0.667	0.857	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.6	0.7	0.7	1
charisma	0.876	0.182	0.518	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.8	1
charismatic	0.876	0.368	0.698	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.9	0.7	1
charitable	0.73	-0.24	0.186	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.9	0.5	1
charitableness	0.875	-0.389	-0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.9	0.4	1
charitably	0.833	-0.333	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.9	0.4	1
charities	0.958	-0.542	-0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.5	1
charity	0.84	-0.432	0.102	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.8	0.5	1
charlatan	-0.6	0.28	-0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.1	1
charlatanism	-1.0	0.583	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
charm	0.833	-0.422	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.6	1
charm bracelet	0.376	-0.122	0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.3	1
charmed	0.876	0.14	0.538	0.0	0.0	0.0	1.0	0.0	0.0	0.1	0.4	0.8	0.6	1
charmer	0.764	0.366	0.564	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.7	0.5	1
charming	0.917	0.202	0.535	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.6	1
charmless	-0.583	-0.519	-0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.2	1
charred	-0.584	0.352	-0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.2	0.2	0.2	1
chart	-0.062	-0.366	-0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.3	0.9	1
charter	0.354	-0.236	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.5	0.7	1
charter school	0.166	0.094	0.536	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.5	0.7	1
chartered	0.138	-0.08	-0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.6	1
charterer	0.0	0.583	0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.6	0.7	1
charterhouse	0.37	-0.667	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.5	0.3	1
charthouse	0.0	0.0	0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.5	1
chartless	-0.667	-0.667	-0.296	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
chartreuse	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.2	1
chartroom	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
chase	-0.208	0.756	0.246	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.3	0.2	0.5	1
chase after	-0.13	0.23	-0.358	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.1	0.4	1
chase down	-0.344	-0.076	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.4	0.1	0.6	1
chased	-0.624	0.66	-0.426	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.1	0.0	0.2	1
chasm	-0.47	0.158	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.8	0.0	0.0	0.1	1
chassis	-0.188	-0.316	-0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.2	0.6	1
chaste	-0.184	-0.504	-0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.4	1
chastely	0.667	-0.762	-0.333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.7	0.3	1
chastened	-0.688	0.16	-0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.4	0.5	1
chasteness	0.63	-0.926	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.3	1
chastise	-0.741	0.667	0.762	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.3	1
chastisement	-0.688	0.704	-0.076	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.2	0.3	1
chastiser	-0.619	0.833	0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.2	1
chastity	-0.062	-0.216	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.4	1
chat	0.458	-0.2	-0.308	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.8	0.5	1
chat room	0.124	0.11	0.112	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.6	0.4	1
chatbox	0.333	0.667	-0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.4	1
chateau	0.23	-0.072	0.404	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.4	0.6	1
chateaux	0.667	-0.667	0.185	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.4	0.6	1
chatroom	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.6	0.4	1
chattel	-0.5	-0.148	-0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.7	0.2	0.5	1
chatter	0.12	-0.1	-0.306	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.4	0.2	1
chatterbox	-0.082	0.096	-0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.4	0.2	1
chatterer	-0.333	0.905	-0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.4	0.2	1
chattering	-0.08	0.326	-0.392	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.3	0.2	1
chattily	0.37	0.667	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.3	1
chattiness	0.222	0.667	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.5	0.3	1
chatting	0.556	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.6	0.4	1
chatty	0.188	0.096	-0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.6	0.3	1
chauffer	0.0	0.667	-0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.7	0.8	1
chauffeur	0.0	-0.294	-0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.7	0.8	1
chauvinism	-0.667	0.667	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
chauvinist	-0.38	0.078	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.0	0.1	1
chauvinistic	-0.667	0.667	0.815	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
chauvinistically	-0.667	0.63	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.1	0.1	0.1	1
cheap	0.224	-0.058	-0.456	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
cheap shot	-0.388	0.03	-0.322	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.1	0.1	0.2	1
cheapen	-0.667	0.208	-0.583	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.2	1
cheapened	-0.058	0.222	-0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.2	0.3	0.2	1
cheaper	-0.156	-0.304	-0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.7	0.4	0.8	1
cheapest	-0.292	0.0	-0.571	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.4	0.9	1
cheapish	-0.593	0.0	-0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.4	0.6	1
cheaply	-0.593	0.0	-0.593	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.4	0.7	1
cheapness	-0.667	0.0	-0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.3	0.5	1
cheapo	-0.571	0.0	-0.556	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.3	0.4	1
cheapskate	-0.602	-0.036	-0.346	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.2	0.3	1
cheat	-0.75	0.552	-0.2	1.0	1.0	0.0	0.0	0.0	0.0	0.6	0.4	0.1	0.5	1
cheat on	-0.566	-0.014	-0.186	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.0	0.1	1
cheat sheet	-0.162	0.064	-0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.5	0.9	1
cheatable	-0.667	-0.042	-0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.5	0.3	0.6	1
cheater	-0.792	0.84	-0.334	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.2	0.0	0.3	1
check	0.046	0.104	0.204	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.6	0.8	1
check back	-0.226	-0.246	-0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.7	1
check by	-0.2	0.096	-0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.6	0.7	1
check for	-0.268	-0.114	-0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.5	0.5	0.8	1
check in	0.192	-0.124	0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.5	0.7	1
check into	-0.25	-0.114	0.062	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.3	0.6	1
check mark	0.134	-0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.8	1
check off	-0.096	-0.082	0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.9	1
check on	0.12	-0.08	0.036	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.9	0.5	1
check out	-0.448	-0.03	-0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.5	0.3	0.6	1
check that	0.206	0.05	-0.138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.2	0.5	1
check up	0.1	0.114	-0.064	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.4	0.7	0.6	1
checkable	0.722	-0.037	0.286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.4	1
checkbook	0.104	-0.432	-0.272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.1	0.7	1
checkbox	0.0	0.0	0.074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.7	1
checker	-0.34	-0.166	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.5	1
checkerboard	0.667	-0.048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.4	1
checkered	-0.082	-0.368	-0.328	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1	0.3	1
checkered flag	-0.034	-0.032	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.2	0.9	1
checkers	0.352	-0.098	-0.126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.6	0.4	1
checking account	0.214	0.164	0.366	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.1	0.8	1
checkless	0.625	-0.667	-0.481	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.1	0.1	0.2	1
checklist	0.122	0.042	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.1	0.9	1
checkmark	0.667	-0.042	0.292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.2	0.8	1
checkmate	0.334	0.416	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.2	0.0	1
checkout	0.194	0.02	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.3	0.7	1
checkout line	-0.036	-0.062	-0.096	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.4	0.3	0.5	1
checkpoint	0.142	-0.354	0.624	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.5	0.4	0.8	1
checkroom	0.0	-0.625	-0.222	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.3	0.4	1
checkup	0.0	-0.13	-0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.8	0.7	0.9	1
cheddar	-0.1	-0.112	-0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.2	0.3	1
cheddar cheese	0.034	-0.08	-0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.2	0.3	1
cheek	0.34	-0.372	-0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.5	0.2	1
cheekbone	0.542	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.5	0.2	1
cheekily	0.25	0.667	0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.4	0.1	1
cheekiness	0.333	0.667	0.042	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.3	0.0	1
cheeks	0.416	-0.352	-0.436	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.5	0.2	1
cheeky	-0.132	0.358	-0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.4	0.1	1
cheep	-0.266	-0.24	-0.254	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.3	0.4	0.2	1
cheer	0.876	0.568	0.69	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.2	0.9	0.6	1
cheer on	0.5	0.222	0.426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	1.0	0.7	1
cheer up	0.666	0.25	0.194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.9	0.5	1
cheered	0.75	0.296	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.5	1
cheerer	0.857	0.833	0.167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.9	0.4	1
cheerful	0.99	0.228	0.25	0.0	0.0	0.0	1.0	0.0	1.0	0.1	0.2	0.8	0.6	1
cheerfully	0.952	0.714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.6	1
cheerfulness	0.938	0.604	0.35	0.0	0.0	0.0	1.0	0.0	0.0	0.1	0.2	0.8	0.6	1
cheerily	0.963	1.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.6	1
cheeriness	0.958	0.741	0.519	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.6	1
cheering	0.63	0.648	0.284	0.0	0.0	0.0	1.0	0.0	0.0	0.2	0.3	0.9	0.7	1
cheerio	1.0	0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
cheerleader	0.846	0.492	0.314	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.9	0.7	1
cheerleading	0.396	0.538	-0.192	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.3	0.8	0.6	1
cheerless	-0.592	-0.254	-0.551	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.3	0.2	1
cheerlessly	-1.0	-0.963	-0.667	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.3	0.2	1
cheerlessness	-1.0	-1.0	-0.619	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.1	0.3	0.2	1
cheers	0.896	0.54	0.404	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.8	0.5	1
cheery	0.927	0.314	-0.028	0.0	0.0	0.0	1.0	0.0	0.0	0.1	0.2	0.8	0.6	1
cheese	0.48	-0.44	-0.438	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.5	0.7	1
cheese dip	0.066	-0.228	-0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.5	0.6	1
cheese fries	0.276	0.0	-0.134	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.8	0.5	0.6	1
cheese grater	-0.334	0.046	-0.214	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.7	0.2	0.5	1
cheese pizza	0.286	-0.164	0.234	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.6	0.8	1
cheese sauce	0.194	-0.264	-0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.5	0.6	1
cheeseboard	0.667	-0.556	-0.259	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.7	0.5	0.4	1
cheeseburger	0.604	0.058	-0.328	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.9	0.3	0.5	1
cheesecake	0.72	-0.448	-0.524	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.8	0.4	0.4	1
cheesecloth	0.0	-0.556	-0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.5	0.2	0.3	1
cheesemonger	0.333	0.593	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.6	0.6	0.5	1
cheesiness	-0.333	0.074	-0.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.2	0.1	1
